"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"DCA14CA043","ACC","88728","2014-01-27T12:15:00Z","Point Loma","California","United States",,"CBP-159","159","false","Aviation","DirectorBrief","2016-04-08T04:00:00Z","2015-01-20T19:58:00Z","None","0","0","0","intentional controlled ditching of the aircraft due to failure of the starter/generator supplying electrical power to the aircraft.","Aircraft - Aircraft systems - Electrical power system - AC generator-alternator - Failure, Personnel issues - Action/decision - Action - (general) - Flight crew, Aircraft - Aircraft systems - Electrical power system - AC generator-alternator - Design",,"32.700000000000003","-117.599998","GENERAL ATOMICS","MQ-9","UNMANNED",,,"false","1","TP",,"PUBF","PUBU","Destroyed","VMC","US Customs and Border Protection","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88728","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88728/pdf"
"ERA14CA109","ACC","88743","2014-01-27T12:00:00Z","Immokalee","Florida","United States",,"N21670","172S9709","false","Aviation","DirectorBrief","2014-06-05T04:00:00Z","2014-05-28T20:52:00Z","None","0","0","0","The student pilot's improper landing flare, which resulted in a hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",,"26.433889000000001","-81.401390000000006","CESSNA","172S","AIR","IMM","Immokalee Regional","false","1","REC",,"INST","091","Substantial","VMC","REXAIR SALES & LEASING LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88743","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88743/pdf"
"WPR14LA102","ACC","88718","2014-01-27T07:30:00Z","Columbia","California","United States",,"N350WA","LJ-762","false","Aviation","DirectorBrief","2016-09-14T04:00:00Z","2016-06-27T11:51:00Z","None","0","0","0","The pilot’s unstabilized night visual approach, which resulted in a hard landing and the collapse of all three landing gear.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on personnel",,"38.029445000000003","-120.41333","BEECH","C90","AIR","O22","COLUMBIA","false","2","TP",,"POSI","091","Substantial","VMC","ELDORADO AIR LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88718","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88718/pdf"
"CEN14LA134","ACC","88792","2014-01-26T19:17:00Z","Milan","Illinois","United States",,"N4VN","17258242","false","Aviation","DirectorBrief","2014-09-24T04:00:00Z","2014-05-21T14:19:00Z","None","0","0","0","The pilot’s delayed use of carburetor heat while operating the airplane in atmospheric conditions conducive to carburetor icing, which resulted in a total loss of engine power due to carburetor icing during a short final approach.","Personnel issues - Action/decision - Action - Delayed action - Pilot, Aircraft - Aircraft power plant - Engine fuel and control - Fuel control/carburetor - Incorrect use/operation, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment",,"41.440032000000002","-90.559196","CESSNA","172K","AIR","MLI","Quad City International Airpor","false","1","REC",,"PERS","091","Substantial","VMC","Pilot","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88792","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88792/pdf"
"WPR14LA112","ACC","88773","2014-01-26T18:15:00Z","Stanwood","Washington","United States",,"N669DT","81MK04906","false","Aviation","DirectorBrief","2014-09-24T04:00:00Z","2014-04-22T11:10:00Z","None","0","0","0","The noncertificated pilot’s failure to maintain clearance from water while maneuvering at a low altitude over glassy water conditions, which adversely affected his depth perception.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Terrain - Water - Contributed to outcome",,"48.140833999999998","-122.296943","WEINZIERL","SEAREY","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88773","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88773/pdf"
"ERA14LA105","ACC","88716","2014-01-26T18:00:00Z","Millen","Georgia","United States",,"N36086","32R-7885157","false","Aviation","DirectorBrief","2015-02-04T05:00:00Z","2014-12-31T13:27:00Z","Minor","0","0","1","The pilot's failure to fully seat the fuel selector in the left tank position before takeoff, which resulted in fuel starvation and a subsequent loss of engine power.","Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Incorrect use/operation, Personnel issues - Action/decision - Action - Incomplete action - Pilot",,"32.800632","-81.940878999999995","PIPER","PA-32RT-300","AIR","None","Private Strip","false","1","REC",,"PERS","091","Substantial","VMC","H KYLE GAY M D INC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88716","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88716/pdf"
"WPR14LA114","ACC","88790","2014-01-26T17:30:00Z","Roseburg","Oregon","United States",,"N102ZT","6057","false","Aviation","DirectorBrief","2016-04-26T04:00:00Z","2016-03-22T20:25:00Z","None","0","0","0","The pilot’s loss of orientation while scanning for airport traffic during the turn from the base to final legs of the traffic pattern, which resulted in his failure to maintain clearance from a tree.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Awareness of condition, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",,"43.238886999999998","-123.355834","PITTS","S2C","AIR","RBG","Roseburg Regional Airport","false","1","REC",,"PERS","091","Substantial","VMC","Dave Leonard","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88790","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88790/pdf"
"ERA14CA104","ACC","88715","2014-01-26T15:45:00Z","Rutherfordton","North Carolina","United States",,"N6762U","2484","false","Aviation","DirectorBrief","2014-04-23T04:00:00Z","2014-04-01T11:44:00Z","None","0","0","0","The pilot's inadequate pre-flight planning and in-flight monitoring of the fuel level which resulted in a total loss of engine power due to fuel exhaustion.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",,"35.359554000000003","-81.960464000000002","MOONEY","M20C","AIR","FQD","Rutherford County Airport-Marc","false","1","REC",,"PERS","091","Substantial","VMC","GOELLER S DEREK","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88715","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88715/pdf"
"WPR14CA107","ACC","88737","2014-01-26T12:45:00Z","Wikieup","Arizona","United States",,"N2594V","18239","false","Aviation","DirectorBrief","2014-04-01T04:00:00Z","2014-03-28T14:44:00Z","None","0","0","0","The pilot's failure to maintain clearance from terrain during takeoff.","Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Response/compensation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"34.439166999999998","-113.488891","CESSNA","170","AIR","PVT","Private Airport","false","1","REC",,"PERS","091","Destroyed","VMC","LOGSDON JAMES B","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88737","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88737/pdf"
"DCA14WA053","ACC","88758","2014-01-26T05:00:00Z","Honiara",,"Solomon Islands",,"ZK-TLC",,"false","Aviation","","2020-11-03T05:00:00Z",,"None","0","0","0",,,,,,"BOEING","737-300","AIR","AGGH","Honiara International Airport","false",,,,,,,,"Airwork Flight Operations LTD","Landing","N/A",,"Final","","None"
"CEN14LA131","ACC","88772","2014-01-25T20:00:00Z","Eustis","Nebraska","United States",,"N1833R","R18200574","false","Aviation","DirectorBrief","2014-09-24T04:00:00Z","2014-04-25T16:18:00Z","None","0","0","0","A catastrophic engine failure, which was initiated by the failure of the No. 5 connecting rod cap.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Failure, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip engine power section - Failure, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome",,"40.660677999999997","-100.020286","CESSNA","R182","AIR",,,"false","1","REC",,"FERY","091","Substantial","VMC","Josh Vanterpool","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88772","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88772/pdf"
"WPR14CA109","ACC","88745","2014-01-25T19:00:00Z","Willcox","Arizona","United States",,"N9683P","18-7509026","false","Aviation","DirectorBrief","2014-05-21T04:00:00Z","2014-05-14T13:50:00Z","None","0","0","0","The pilot's decision to land off airport on unsuitable terrain that resulted in a collision with hidden objects.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Contributed to outcome, Environmental issues - Physical environment - Object/animal/substance - Hidden/submerged object - Contributed to outcome",,"32.415554","-110.151107","PIPER","PA 18-150","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88745","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88745/pdf"
"CEN14CA123","ACC","88722","2014-01-25T18:00:00Z","Boulder","Colorado","United States",,"N738LQ","17270065","false","Aviation","DirectorBrief","2014-02-13T05:00:00Z","2014-02-05T13:16:00Z","Minor","0","0","3","The pilot's failure to maintain airplane control during final approach with known turbulence present.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Contributed to outcome",,"40.039164999999997","-105.21694100000001","CESSNA","172N","AIR","BDU","BOULDER MUNI","false","1","REC",,"PERS","091","Substantial","VMC","Journeys Aviation Inc.","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88722","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88722/pdf"
"WPR14LA104","ACC","88723","2014-01-25T17:15:00Z","Chehalis","Washington","United States",,"N440LS","H20041","false","Aviation","DirectorBrief","2015-10-19T04:00:00Z","2015-09-16T11:53:00Z","None","0","0","0","The failure of the left wing prong.","Aircraft - Aircraft structures - Wing structure - (general) - Failure, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible",,"46.676943999999999","-122.98278000000001","SIMPSON","Amphibeous Trike/No","WSFT","CLS","CHEHALIS-CENTRALIA","true","1","REC",,"PERS","091","Substantial","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88723","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88723/pdf"
"CEN14CA124","ACC","88726","2014-01-25T16:45:00Z","Mt. Morris","Illinois","United States",,"N6359T","R18201995","false","Aviation","DirectorBrief","2014-04-01T04:00:00Z","2014-03-27T20:12:00Z","Minor","0","0","1","The total loss of engine power due to fuel exhaustion, which resulted from the pilot's inadequate pre-flight planning and decision-making.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - Snowy/icy terrain - Contributed to outcome",,"42.047499999999999","-89.433891000000003","CESSNA","R182","AIR",,,"false","1","REC",,"POSI","091","Substantial","VMC","GELBACH AVIATION LLC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88726","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88726/pdf"
"WPR14CA103","ACC","88721","2014-01-25T16:01:00Z","Renton","Washington","United States",,"N188L","F5C-8-136","false","Aviation","DirectorBrief","2014-05-21T04:00:00Z","2014-05-16T18:53:00Z","None","0","0","0","The pilot's failure to maintain directional control of the airplane during landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"47.490000999999999","-122.217224","WACO CLASSIC AIRCRAFT","YMF F5C","AIR","RNT","RENTON MUNI","false","1","REC",,"PERS","091","Substantial","VMC","Benefit Aviation LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88721","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88721/pdf"
"CEN14CA119","ACC","88705","2014-01-23T18:30:00Z","Tulsa","Oklahoma","United States",,"N403KC","4697403","false","Aviation","DirectorBrief","2014-02-13T05:00:00Z","2014-02-06T16:36:00Z","None","0","0","0","The loss of directional control while landing due to the failure of the inner tube in the left tire.","Aircraft - Aircraft systems - Landing gear system - Tube - Failure, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"36.039442999999999","-95.984442999999999","PIPER","PA46 500TP","AIR","KRVS","Richard Lloyd Jones Jr Airport","false","1","TP",,"PERS","091","Substantial","VMC","Wendell Holland","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88705","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88705/pdf"
"DCA14WA050","INC","88752","2014-01-23T18:25:00Z","Archerfield",,"Australia",,"VH-OGX","TC-395","false","Aviation","","2020-11-03T05:00:00Z",,"None","0","0","0",,,,,,"Fairchild Industries","SA226-TC","AIR",,,"false",,,,,,"None",,,"Landing","N/A",,"Final","","None"
"CEN14LA120","ACC","88708","2014-01-23T16:30:00Z","Ashland","Missouri","United States",,"N414CJ","414A0432","false","Aviation","DirectorBrief","2014-09-24T04:00:00Z","2014-04-15T13:15:00Z","None","0","0","0","The in-flight failure of both engines due to water contamination.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition",,"38.774166000000001","-92.279724000000002","CESSNA","414A","AIR","COU","COLUMBIA RGNL","false","2","REC",,"BUS","091","Substantial","VMC","ALELCO INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88708","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88708/pdf"
"ERA14CA102","ACC","88709","2014-01-23T15:50:00Z","West Palm Beach","Florida","United States",,"N72AP","3541","false","Aviation","DirectorBrief","2014-04-23T04:00:00Z","2014-04-15T20:44:00Z","None","0","0","0","The certificated flight instructor's failure to maintain helicopter control during a run-on landing, resulting in a rollover and ground collision.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot",,"26.845832000000001","-80.222221000000005","ROBINSON HELICOPTER","R22 BETA","HELI","F45","NORTH PALM BEACH COUNTY GENERA","false","1","REC",,"INST","091","Substantial","VMC","Ocean Helicopters","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88709","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88709/pdf"
"ERA14LA101","ACC","88706","2014-01-21T18:45:00Z","Titusville","Florida","United States",,"N2110J","0361","false","Aviation","DirectorBrief","2015-02-04T05:00:00Z","2014-12-30T18:36:00Z","None","0","0","0","The flight instructor’s inadvertent side-loading of the left skid while demonstrating a running landing, which resulted in a bending overstress fracture of the left skid tube and a subsequent roll-over.","Aircraft - Aircraft systems - Landing gear system - Aux gear (tail/rotorcrft skid) - Capability exceeded, Personnel issues - Action/decision - Action - Incorrect action performance - Instructor/check pilot",,"28.532499000000001","-80.901663999999997","SCHWEIZER","269C 1","HELI","TIX","Space Coast Regional","false","1","REC",,"INST","091","Substantial","VMC","BRISTOW ACADEMY, INC.","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88706","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88706/pdf"
