"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"ERA12CA162","ACC","82758","2012-01-28T12:45:00Z","Grand Isle","Vermont","United States",,"N811P","17260298","false","Aviation","DirectorBrief","2012-06-28T04:00:00Z","2012-05-22T16:03:00Z","None","0","0","0","The pilot's inability to stop the airplane on a grass runway with undetected ice.","Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on equipment",,"44.754443999999999","-73.273887000000002","CESSNA","172L","AIR","NA","Middle Hero","false","1","REC",,"PERS","091","Substantial","VMC","CHAMPLAIN ISLAND HOPPERS INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82758","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82758/pdf"
"CEN12LA192","ACC","83168","2012-01-28T12:23:00Z","Seguin","Texas","United States",,"N5551M","087","false","Aviation","DirectorBrief","2012-08-29T04:00:00Z","2012-06-29T17:47:00Z","Minor","0","0","1","A loss of engine power for undetermined reasons.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"29.566666999999999","-97.949995999999999","AERO COMMANDER","100","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=83168","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/83168/pdf"
"WPR12CA084","ACC","82771","2012-01-28T12:15:00Z","Peoria","Arizona","United States",,"N17873","243","false","Aviation","DirectorBrief","2012-04-02T04:00:00Z","2012-03-02T18:04:00Z","Minor","0","0","2","The glider pilot released from the tow airplane at a lower altitude than the planned altitude, which resulted in an off-airport landing.","Personnel issues - Action/decision - Action - Incorrect action sequence - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Incorrect use/operation",,"33.792777999999998","-112.26527400000001","SCHWEIZER","SGS 2-33A","GLI","KP$*","Pleasant Valley Airport","false","0",,,"INST","091","Substantial","VMC","Pleasant Valley Soaring LLC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82771","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82771/pdf"
"CEN12WA163","INC","82940","2012-01-27T15:25:00Z","Eelde",,"Netherlands",,"N607LM","000204","false","Aviation","",,"2012-02-27T13:31:00Z","None","0","0","0",,,,"53.119720000000001","6.5794439999999996","ECLIPSE AVIATION CORP","EA500","AIR",,,"false","2","TF",,"UNK","NUSN","None",,,,"N/A",,,"https://data.ntsb.gov/Docket?ProjectID=82940","None"
"ERA12FA161","ACC","82755","2012-01-27T14:27:00Z","Ocala","Florida","United States",,"N340HF","340A0624","false","Aviation","DirectorBrief","2013-01-15T05:00:00Z","2012-11-19T18:44:00Z","Fatal","1","1","0","The pilot's failure to maintain adequate airspeed and altitude on final approach, resulting in an impact with terrain short of the airport.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Action/decision - Action - Lack of action - Pilot",,"29.149166000000001","-82.225279999999998","CESSNA","340A","AIR","OCF","Ocala International","false","2","REC",,"PERS","091","Substantial","VMC","Paul Allen Golson","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82755","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82755/pdf"
"WPR12LA087","ACC","82794","2012-01-27T14:10:00Z","Chehalis","Washington","United States",,"N15791","287325165","false","Aviation","DirectorBrief","2012-04-02T04:00:00Z","2012-02-24T16:04:00Z","None","0","0","0","The pilot did not correctly manage his glide profile during a simulated engine-out forced landing. Contributing to the accident was the pilot's decision not to add additional engine power, which resulted in a runway undershoot.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Object/animal/substance - (general) - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",,"46.676943999999999","-122.98278000000001","PIPER","PA-28-140","AIR","KCLS","Chehalis Airport","false","1","REC",,"INST","091","Substantial","VMC","Gary Habersetzer","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82794","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82794/pdf"
"WPR12CA083","ACC","82757","2012-01-26T16:10:00Z","Santa Barbara","California","United States",,"N4297S","28-8390045","false","Aviation","DirectorBrief","2012-04-02T04:00:00Z","2012-02-21T18:13:00Z","None","0","0","0","The pilot did not maintain directional control during takeoff.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"34.426108999999997","-119.841392","PIPER","PA-28-181","AIR","SBA","Santa Barbara Municipal","false","1","REC",,"PERS","091","Substantial","VMC","Marco A. Perez","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82757","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82757/pdf"
"ANC12CA020","ACC","82756","2012-01-26T14:00:00Z","Old Minto","Alaska","United States",,"N713C","1438","false","Aviation","DirectorBrief","2012-05-15T04:00:00Z","2012-04-06T22:51:00Z","None","0","0","0","The pilot's decision to land on unsuitable terrain, which resulted in the airplane nosing over.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Contributed to outcome",,"60.209575000000001","-162.030181","HELIO","H-295","AIR",,,"false","1","REC",,"POSI","091","Substantial","VMC","Wright Air Service","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82756","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82756/pdf"
"WPR12CA082","ACC","82715","2012-01-26T13:06:00Z","Honolulu","Hawaii","United States",,"N66540","17275990","false","Aviation","DirectorBrief","2012-04-02T04:00:00Z","2012-03-01T14:28:00Z","None","0","0","0","The student pilot’s improper landing flare and inadequate directional control while performing an aborted landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"21.318611000000001","-157.922225","CESSNA","172P","AIR","PHNL","Honolulu International Airport","false","1","REC",,"INST","091","Substantial","VMC","Moore Air Incorporated","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82715","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82715/pdf"
"ERA12LA157","ACC","82746","2012-01-25T17:15:00Z","Port Orange","Florida","United States",,"N7130U","21058699","false","Aviation","DirectorBrief","2014-02-03T05:00:00Z","2013-11-13T19:12:00Z","Minor","0","0","1","The total loss of engine power for reasons that could not be conclusively determined during postaccident examination.","Aircraft - Aircraft power plant - (general) - (general) - Malfunction, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome",,"29.074722000000001","-81.041388999999995","CESSNA","210E","AIR","7FL6","Spruce Creek Airport","false","1","REC",,"PERS","091","Substantial","VMC","CLARRY JAMES S","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82746","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82746/pdf"
"OPS12IA303","INC","82832","2012-01-24T21:27:00Z","Farmersville","Texas","United States",,"N639AE","145182","false","Aviation","DirectorBrief","2014-02-03T05:00:00Z","2012-10-26T13:55:00Z","None","0","0","0","The flight's continued operation through an area containing substantial convective weather activity. Contributing to the accident was the air traffic control/traffic management unit's lack of awareness and recognition of the effect of weather movement on the departure route in use and the flight crew's acceptance of a route and limited weather deviation that was inadequate to maintain a safe distance from the thunderstorms in the area.","Environmental issues - Conditions/weather/phenomena - Convective weather - Thunderstorm - Decision related to condition, Environmental issues - Conditions/weather/phenomena - Convective weather - Thunderstorm - Awareness of condition, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - ATC personnel, Personnel issues - Action/decision - Action - Lack of action - ATC personnel, Personnel issues - Action/decision - Action - Lack of action - Flight crew",,"33.159488000000003","-96.350479000000007","EMBRAER","EMB-145LR","AIR",,,"false","2","TF","SCHD",,"121","None",,"AMERICAN EAGLE AIRLINES INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82832","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82832/pdf"
"ERA12CA156","ACC","82744","2012-01-24T19:18:00Z","Walterboro","South Carolina","United States",,"N358CC","TH-1519","false","Aviation","DirectorBrief","2012-10-09T04:00:00Z","2012-07-31T20:26:00Z","None","0","0","0","The pilot’s loss of directional control during the landing roll, which resulted in a runway excursion. Contributing to the accident was the sunglare.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Glare - Effect on personnel",,"32.658889000000002","-80.425833999999995","BEECH","58","AIR","NONE","Private Airstrip","false","2","REC",,"EXEC","091","Substantial","VMC","MORGAN CORP","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82744","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82744/pdf"
"WPR12LA081","ACC","82741","2012-01-24T17:52:00Z","Camarillo","California","United States",,"F-WNXT","10","false","Aviation","DirectorBrief","2014-02-03T05:00:00Z","2013-11-04T18:44:00Z","Minor","0","0","1","A partial loss of engine power during cruise flight due to incorrectly installed airframe components, which came into contact with a high pressure fuel line and resulted in its failure. Contributing to the accident was an undetermined failure of the primary landing gear extension system that could not be identified due to extensive damage.","Personnel issues - Task performance - Maintenance - Installation - Not specified, Aircraft - Aircraft systems - Fuel system - Fuel distribution - Fatigue/wear/corrosion, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Malfunction",,"34.206111","-119.124443","MAS EVENTS","NEMESIS","AIR","CMA","Camarillo Airport","true",,"REC",,"FLTS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82741","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82741/pdf"
"DCA12WA028","ACC","82738","2012-01-24T05:58:00Z","Kabul",,"Afghanistan",,"EC-JJS",,"false","Aviation","",,,"None","0","0","0",,,,,,"MCDONNELL DOUGLAS","MD80","AIR",,"Kabul","false",,,"NSCH",,"NUSC","Substantial",,"Swift Air","Landing","N/A",,,"","None"
"ANC12CA019","ACC","82750","2012-01-23T10:15:00Z","Nikiski","Alaska","United States",,"N800DF","20700621","false","Aviation","DirectorBrief","2012-05-15T04:00:00Z","2012-04-06T22:43:00Z","None","0","0","0","The pilot's improper identification of the runway surface. Contributing to the accident was the snow covering the runway lights.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Decision related to condition, Environmental issues - Operating environment - Airport facilities/design - Snow removal service/equipment - Contributed to outcome",,"60.724997999999999","-151.300003","CESSNA","207A","AIR","AK73","McGahan Industrial","false","1","REC","NSCH",,"135","Substantial","VMC","Rediske Air","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82750","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82750/pdf"
"ERA12FA151","ACC","82714","2012-01-22T22:05:00Z","Quincy","Florida","United States",,"N73JK","15064948","false","Aviation","DirectorBrief","2013-10-29T04:00:00Z","2013-08-19T20:09:00Z","Fatal","1","0","0","The non-instrument-rated pilot’s spatial disorientation in night instrument meteorological conditions, which resulted in his inability to maintain controlled flight. Contributing to the accident was the pilot’s improper decision to take off in deteriorating meteorological conditions.","Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low ceiling - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Fog - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Contributed to outcome",,"30.603888999999999","-84.546942999999999","CESSNA","150G","AIR","2J9","Quincy","false","1","REC",,"PERS","091","Substantial","IMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82714","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82714/pdf"
"CEN12LA141","ACC","82724","2012-01-22T17:40:00Z","Irving","Texas","United States",,"N555NB","2306","false","Aviation","DirectorBrief","2012-04-20T04:00:00Z","2012-03-08T21:27:00Z","None","0","0","0","A total loss of engine power due to fuel exhaustion as a result of the pilot’s inadequate fuel planning.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot",,"32.870666","-96.999663999999996","BELL","206B","HELI",,,"false","1","TS","NSCH",,"135","Substantial","VMC","Longhorn Helicopters Inc","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82724","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82724/pdf"
"WPR12CA079","ACC","82716","2012-01-22T16:30:00Z","Richland","Washington","United States",,"N64270","17265142","false","Aviation","DirectorBrief","2012-04-02T04:00:00Z","2012-02-21T16:47:00Z","None","0","0","0","The student pilot's improper landing flare and inadequate directional control during landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained",,"46.303333000000002","-119.302497","CESSNA","172M","AIR","RLD","Richland Airport","false","1","REC",,"INST","091","Substantial","VMC","Kennewick Aircraft Services, Inc.","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82716","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82716/pdf"
"CEN12FA143","ACC","82730","2012-01-21T22:41:00Z","North Vernon","Indiana","United States",,"N3435T","17700735","false","Aviation","DirectorBrief","2013-03-13T04:00:00Z","2013-01-30T18:09:00Z","Fatal","2","0","0","The non-instrument-rated pilot's decision to fly into known instrument meteorological conditions, which resulted in the pilot's spatial disorientation and loss of airplane control.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - (general) - Effect on operation, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot",,"38.895831999999999","-85.555556999999993","CESSNA","177A","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","ON FILE","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82730","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82730/pdf"
"CEN13WA102","INC","85809","2012-01-21T16:30:00Z","Oosterschelde",,"Netherlands",,"PH-WMW","2072","false","Aviation","","2020-11-03T05:00:00Z",,"None","0","0","0",,"Aircraft - Aircraft power plant - Power plant - Air intake - Damaged/degraded",,"51.553890000000003","3.9658329999999999","Robinson Helicopter Company","R44",,,,"false",,,"NSCH",,"NUSC","None","VMC","Helicon Helicopter Services","Enroute","N/A",,"Final","","None"
"ANC12CA018","ACC","82734","2012-01-21T15:30:00Z","Beluga","Alaska","United States",,"N4510T","13085","false","Aviation","DirectorBrief","2012-05-15T04:00:00Z","2012-04-06T22:48:00Z","None","0","0","0","Ground personnel's movement of cargo in windy conditions, which allowed a previously secured cargo sack to blow into the main rotor blades.","Environmental issues - Conditions/weather/phenomena - Wind - High wind - Contributed to outcome, Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor blade system - Damaged/degraded, Personnel issues - Miscellaneous - (general) - (general) - Ground crew",,"61.644720999999997","-150.10194300000001","ROBINSON HELICOPTER COMPANY","R44 II","HELI",,,"false","1","REC",,"EXLD","133","Substantial","VMC","ACE FLYERS INC DBA","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82734","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82734/pdf"
"WPR12LA096","ACC","82854","2012-01-20T21:00:00Z","Brawley","California","United States",,"N902SF","70-15406","false","Aviation","DirectorBrief","2012-10-15T04:00:00Z","2012-08-08T12:55:00Z","None","0","0","0","The failure of the main rotor mast due to fatigue cracks that originated from corrosion pits. Contributing to the accident was the operator’s failure to adhere to the manufacturer’s recommended overhaul interval for the main rotor mast.","Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor mast/swashplate - Failure, Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor mast/swashplate - Fatigue/wear/corrosion, Aircraft - Aircraft propeller/rotor - (general) - (general) - Incorrect service/maintenance",,"32.993057","-115.516944","Arrow Falcon Exporters, Inc.","OH-58A","HELI",,,"false","1","TS",,"AAPL","137","Substantial","VMC","FARM AVIATION INC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82854","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82854/pdf"
