"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN13CA142","ACC","86077","2013-01-23T22:50:00Z","Peoria","Illinois","United States",,"N5113J","172S10925","false","Aviation","DirectorBrief","2013-06-19T04:00:00Z","2013-04-29T14:16:00Z","None","0","0","0","The pilot’s inadvertent activation of the electric trim to the nose-down position, which resulted in the airplane being improperly configured for takeoff, and the flight instructor’s incorrect remedial action that allowed the airplane to porpoise.","Personnel issues - Action/decision - Action - Incorrect action performance - Instructor/check pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Configuration - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Incorrect use/operation",,"40.664164999999997","-89.693336000000002","CESSNA","172S","AIR","PIA","Peoria International Airport","false","1","REC",,"INST","091","Substantial","VMC","UNIVERSITY OF DUBUQUE","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86077","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86077/pdf"
"CEN13LA141","ACC","86074","2013-01-23T14:00:00Z","McKinney","Texas","United States",,"N6195P","24-1297","false","Aviation","DirectorBrief","2013-08-07T04:00:00Z","2013-06-13T17:28:00Z","None","0","0","0","Collapse of the landing gear for reasons that could not be determined because visual examination did not reveal any mechanical malfunction or failure that would have prevented the gear from locking in the extended position and postaccident damage precluded functional testing.","Aircraft - Aircraft systems - Electrical power system - (general) - Failure, Aircraft - Aircraft systems - Landing gear system - (general) - Not specified, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"33.177776000000001","-96.588890000000006","PIPER","PA-24-250","AIR","KTKI","Collin Co. Regional Airport","false","1","REC",,"PERS","091","Substantial","VMC","TUREK TOM T","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86074","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86074/pdf"
"DCA13WA042","INC","86079","2013-01-23T11:47:00Z","Genoa",,"Italy",,"EI-DCX","33569","false","Aviation","","2020-11-03T05:00:00Z",,"Minor","0","0","2",,,,,,"BOEING","737",,,,"false",,,"SCHD",,"129","None",,"RYAN INTERNATIONAL AIRLINES INC","Enroute","N/A",,"Final","","None"
"ERA13LA117","ACC","86065","2013-01-22T21:25:00Z","Danbury","Connecticut","United States",,"N140PG","1920","false","Aviation","DirectorBrief","2014-07-30T04:00:00Z","2014-07-07T13:25:00Z","None","0","0","0","The flight instructor’s inadequate preflight inspection in which he incorrectly estimated the airplane’s fuel quantity and his improper reliance on the fuel totalizer rather than the fuel quantity indicating and warning systems to determine the fuel on board, which resulted in a total loss of engine power due to fuel exhaustion.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Inadequate inspection, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",,"41.388052999999999","-73.429725000000005","CIRRUS DESIGN CORP","SR20","AIR","DXR","Danbury","false","1","REC",,"INST","091","Substantial","VMC","Epic Blue Co.","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86065","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86065/pdf"
"WPR13LA099","ACC","86062","2013-01-22T16:00:00Z","Mesa","Arizona","United States",,"N143PG","3-27","false","Aviation","DirectorBrief","2014-01-13T05:00:00Z","2013-11-15T15:14:00Z","None","0","0","0","The pilot's failure to properly install and secure the wire connecting the electronic speed controller unit to the fuel controller actuator motor, which resulted in the wire’s disconnection in flight and the resultant partial loss of engine power.","Aircraft - Aircraft power plant - Engine fuel and control - (general) - Malfunction, Aircraft - Fluids/misc hardware - Misc hardware - Misc wiring - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Installation - Pilot",,"33.456389999999999","-111.723609","GOETZ","HELICYCLE","HELI","FFZ","Falcon Field Airport","true","1","TS",,"PERS","091","Substantial","VMC","GOETZ JOE","Emergency Descent","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86062","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86062/pdf"
"ERA13WA124","ACC","86120","2013-01-21T16:48:00Z","Sao Paulo",,"Brazil",,"PR-JBN","4661","false","Aviation","","2020-11-03T05:00:00Z","2013-02-11T14:56:00Z","Fatal","2","0","2",,,,"-23.435276999999999","-46.725833000000002","BELL","206B","HELI","SDNP","Sao Paulo/Patriarca Heliport","false","1",,,"AOBV","NUSN","Substantial",,"Helimarte Taxi Aereo LTDA.","Unknown","N/A",,"Final","https://data.ntsb.gov/Docket?ProjectID=86120","None"
"WPR13CA097","ACC","86053","2013-01-21T15:30:00Z","Tucson","Arizona","United States",,"N223PE","9336","false","Aviation","DirectorBrief","2013-04-25T04:00:00Z","2013-03-07T18:16:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll and his excessive application of brakes, which resulted in a noseover.","Personnel issues - Task performance - Use of equip/info - (general) - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft systems - Landing gear system - Landing gear brakes system - Incorrect use/operation",,"32.141944000000002","-111.174446","CESSNA","140","AIR","RYN","Ryan Field","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86053","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86053/pdf"
"WPR13LA096","ACC","86052","2013-01-20T16:30:00Z","Camarillo","California","United States",,"N1712","0071","false","Aviation","DirectorBrief","2014-06-02T04:00:00Z","2014-04-17T13:30:00Z","Serious","0","1","0","The person on the ground’s failure to stay clear of a spinning propeller.","Personnel issues - Action/decision - Action - Incorrect action performance - Other",,"34.210276999999998","-119.096389","QUICKSILVER","SPORT IIS","AIR","CMA","Camarillo Airport","false","1","REC",,"PERS","091","None","VMC","CHICCO MIGUEL E","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86052","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86052/pdf"
"CEN13CA138","ACC","86060","2013-01-20T13:30:00Z","Erie","Colorado","United States",,"N2323D","20475","false","Aviation","DirectorBrief","2013-04-03T04:00:00Z","2013-02-12T18:58:00Z","Minor","0","0","1","The pilot’s failure to maintain control of the airplane while taking off in gusting wind conditions.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"40.009998000000003","-105.047775","CESSNA","170B","AIR","KEIK","Erie Municipal Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86060","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86060/pdf"
"CEN13FA137","ACC","86050","2013-01-19T19:00:00Z","Mangum","Oklahoma","United States",,"N143E","TC-792","false","Aviation","DirectorBrief","2014-10-06T04:00:00Z","2014-08-25T17:51:00Z","Fatal","3","0","0","The airplane's aerodynamic stall/spin at low altitude and subsequent impact with terrain for reasons that could not be determined during postaccident examinations. Contributing to the accident was the pilot's lack of currency/proficiency.","Personnel issues - Action/decision - (general) - (general) - Pilot, Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Not serviced/maintained, Personnel issues - Experience/knowledge - Experience/qualifications - Recent experience - Pilot, Personnel issues - Physical - Impairment/incapacitation - Prescription medication - Pilot",,"35.916666999999997","-99.591941000000006","BEECH","95-B55 (T42A)","AIR","2K4","Scott Field Airport","false","2","REC",,"PERS","091","Substantial","VMC","J S LEASING LLC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86050","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86050/pdf"
"WPR13LA098","ACC","86056","2013-01-19T18:05:00Z","Marysville","California","United States",,"N5208F","17253209","false","Aviation","DirectorBrief","2014-09-24T04:00:00Z","2014-08-11T13:28:00Z","Minor","0","0","2","A total loss of engine power during initial climb due to fuel starvation, which resulted from maintenance personnel’s improper installation of the fuel selector handle. Contributing to the accident was an incorrectly modified fuel selector handle assembly.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Not specified, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Incorrect service/maintenance",,"39.097777999999998","-121.56972500000001","CESSNA","172F","AIR","MYV","Yuba County Airport","false","1","REC",,"POSI","091","Substantial","VMC","Beale Aero Club","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86056","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86056/pdf"
"WPR13FA095","ACC","86051","2013-01-19T17:01:00Z","Boulder","Utah","United States",,"N2341N","12587","false","Aviation","DirectorBrief","2014-03-24T04:00:00Z","2014-01-09T19:20:00Z","Fatal","2","0","0","The pilot’s improper decision to maneuver at a low altitude and failure to adequately monitor the environment to maintain clearance from power lines.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome",,"37.828333999999998","-111.411109","CESSNA","140","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86051","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86051/pdf"
"WPR13CA103","ACC","86084","2013-01-18T16:00:00Z","Porterville","California","United States",,"N50690","15069486","false","Aviation","DirectorBrief","2013-04-25T04:00:00Z","2013-03-07T18:21:00Z","None","0","0","0","The pilot's improper fuel management, which resulted in a loss of engine power due to fuel exhaustion.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,"36.024444000000003","-119.057777","CESSNA","150J","AIR",,,"false","1","REC",,"INST","091","Substantial","VMC","Del-Air","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86084","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86084/pdf"
"WPR13LA094","ACC","86049","2013-01-18T15:00:00Z","Rock Springs","Wyoming","United States",,"N49DS","28-7610019","false","Aviation","DirectorBrief","2013-12-02T05:00:00Z","2013-10-22T12:47:00Z","None","0","0","0","The pilot's inadvertent movement of the fuel selector valve beyond its tank detent, which resulted in a total loss of engine power due to fuel starvation. Contributing to the accident was the failure of the fuel selector interlock mechanism.","Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Incorrect use/operation, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Failure",,"41.589720999999997","-109.058891","PIPER","PA-28-235","AIR","RKS","ROCK SPRINGS-SWEETWATER COUNTY","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=86049","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/86049/pdf"
