"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"WPR11LA113","ACC","78235","2011-01-30T09:20:00Z","Big Bear City","California","United States",,"N64RJ","30-1931","false","Aviation","DirectorBrief","2012-11-05T05:00:00Z","2012-08-01T18:00:00Z","Serious","0","1","0","The pilot’s failure to maintain the minimum single-engine control speed while on final approach for landing. Contributing to the accident was the pilot's decision to fly with a known deficiency in one engine and a loss of power in that engine for reasons that could not be determined because postaccident examination did not reveal any mechanical failures or malfunctions that would have precluded normal operation.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft power plant - Power plant - (general) - Not specified",,"34.264167","-116.84332999999999","PIPER","PA-30","AIR","L35","Big Bear City Airport","false","2","REC",,"PERS","091","Substantial","VMC","Tower General Construction Inc","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78235","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78235/pdf"
"CEN11LA164","ACC","78243","2011-01-30T07:58:00Z","Bennett","Colorado","United States",,"N787CB","0787","false","Aviation","DirectorBrief","2011-11-17T05:00:00Z","2011-10-03T18:13:00Z","Minor","0","0","1","The pilot's failure to maintain control of the airplane during an instrument approach due to spatial disorientation.","Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"39.543608999999996","-104.431663","CIRRUS DESIGN CORP","SR22","AIR","FTG","Front Range Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78243","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78243/pdf"
"WPR11FA116","ACC","78251","2011-01-29T22:30:00Z","Adrian","Oregon","United States",,"N3083Q","18258083","false","Aviation","DirectorBrief","2012-02-23T05:00:00Z","2011-12-22T19:05:00Z","Fatal","3","0","0","The non-instrument-rated pilot did not maintain sufficient altitude to clear mountainous terrain while in cruise flight in the dark.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Contributed to outcome",,"43.673609999999996","-117.12277899999999","CESSNA","182K","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","Andrey Pasechnikov","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78251","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78251/pdf"
"ERA11CA131","ACC","78266","2011-01-29T19:00:00Z","Atlanta","Georgia","United States",,"N9127F","2816106","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-04-29T15:33:00Z","None","0","0","0","The pilot's wrong turn while taxiing resulting in a collision with a sign.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Incorrect use/operation",,"33.871943999999999","-84.301108999999997","PIPER","PA-28-161","AIR","PDK","Dekalb-Peachtree Airport","false","1","REC",,"PERS","091","Substantial","VMC","Steve Shaner","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78266","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78266/pdf"
"CEN11LA168","ACC","78263","2011-01-29T18:15:00Z","Burlington","Iowa","United States",,"N200BE, N602CB","6-6494, 446-18-1830","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-04-04T15:53:00Z","None","0","0","0","The Model 1 pilot's inadequate visual lookout and subsequent failure to see and avoid the Zodiac.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot of other aircraft",,"40.783054","-91.125274000000005","ERTZ MARK G, CUNNINGHAM","ZODIAC 601XL, MODEL-1","AIR, AIR","BRL","Southwest Iowa Regional","true, true","1, 1","REC, REC",,"PERS, PERS","091, 091","Substantial, Minor","VMC","ERTZ MARK G, Edward Merchant","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78263","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78263/pdf"
"ANC11CA011","ACC","78256","2011-01-29T17:30:00Z","Anchorage","Alaska","United States",,"N9015U","1","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-03-29T17:10:00Z","None","0","0","0","The pilot's selection of an unsuitable landing/takeoff area with an unfavorable wind.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - (general) - (general) - Capability exceeded, Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Contributed to outcome",,"61.516666000000001","-150.73333700000001","MILLER GREGORY SCOTT","GOT ROCKS","AIR",,,"true","1","REC",,"PERS","091","Substantial","VMC","John Henry Swan","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78256","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78256/pdf"
"CEN11CA166","ACC","78257","2011-01-29T17:15:00Z","Wellington","Colorado","United States",,"N15XP","30","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-03-24T13:40:00Z","None","0","0","0","The glider pilot’s misjudgment while approaching to land, which resulted in an off-airport landing.","Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Wind - Downdraft - Contributed to outcome, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,"40.802776000000001","-104.98416899999999","MCHOLLAND C L","SOLITARE","GLI","4CO2","Owl Canyon Gliderport","true","0",,,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78257","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78257/pdf"
"CEN11CA167","ACC","78262","2011-01-29T13:23:00Z","Anoka","Minnesota","United States",,"N7195B","3159","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-03-28T15:05:00Z","Serious","0","1","0","The student pilot's control inputs that resulted in an inadvertent dynamic rollover and the CFI's inadequate supervision of the flight.","Aircraft - Aircraft oper/perf/capability - Aircraft capability - (general) - Capability exceeded, Personnel issues - Action/decision - Action - Incorrect action performance - Student/instructed pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Instructor/check pilot",,"45.140276999999998","-93.206108","ROBINSON HELICOPTER","R22 BETA","HELI","ANE","Anoka County - Blaine Airport","false","1","REC",,"INST","091","Substantial","VMC","COMPLETE HELICOPTERS INC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78262","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78262/pdf"
"CEN11CA170","ACC","78269","2011-01-29T13:00:00Z","Meeker","Colorado","United States",,"N7199E","52199","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-03-24T13:56:00Z","None","0","0","0","The pilot’s loss of directional control while taxiing due to his improper seat position.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Action/decision - Action - Lack of action - Pilot, Aircraft - Aircraft systems - (general) - (general) - Incorrect use/operation",,"40.042498999999999","-107.884719","CESSNA","182","AIR","EEO","Meeker Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78269","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78269/pdf"
"ERA11CA132","ACC","78267","2011-01-29T12:45:00Z","St. Petersburg","Florida","United States",,"N6013J","172S10153","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-04-29T17:15:00Z","None","0","0","0","The student pilot's failure to maintain directional control while attempting to turn the airplane onto a taxiway after landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"27.758887999999999","-82.622778999999994","CESSNA","172S","AIR","SPG","Albert Whitten Airport","false","1","REC",,"INST","091","Substantial","VMC","BAY AIR FLYING SERVICE INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78267","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78267/pdf"
"CEN11CA163","ACC","78238","2011-01-29T10:25:00Z","Cypress","Texas","United States",,"N64FM","29-0193","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-03-14T19:31:00Z","Minor","0","0","1","The student pilot’s delayed decision to execute a go-around.","Personnel issues - Action/decision - Action - Lack of action - Student/instructed pilot",,"29.934722000000001","-95.636947000000006","MOONEY","M20R","AIR","EYQ","Weiser Air Park","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78238","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78238/pdf"
"WPR11FA114","ACC","78248","2011-01-29T02:00:00Z","Furnace Creek","California","United States",,"N50BJ","24-0657","false","Aviation","DirectorBrief","2012-11-05T05:00:00Z","2012-08-29T14:01:00Z","Fatal","1","0","0","The magneto clamps were not securely fastened to the mount, which led to a partial loss of engine power and a subsequent forced landing on unsuitable terrain.","Aircraft - Aircraft power plant - Ignition system - Magneto/distributor - Not serviced/maintained, Aircraft - Aircraft power plant - Power plant - Mounts - Fatigue/wear/corrosion, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome",,"36.363886999999998","-116.866111","MOONEY","M20J","AIR","L06","Furnace Creek Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78248","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78248/pdf"
"ERA11WA143","ACC","78345","2011-01-28T22:47:00Z","Patrimonio Regina City",,"Brazil",,"PT-BOR","TH-1232","false","Aviation","","2020-11-03T05:00:00Z","2011-04-27T13:17:00Z","Fatal","3","0","0",,,,"-23.393332999999998","-51.231945000000003","BEECH","58","AIR",,,"false","2",,,"UNK","NUSN","Substantial",,,"Enroute","N/A",,"Final","https://data.ntsb.gov/Docket?ProjectID=78345","None"
"CEN11CA171","ACC","78272","2011-01-28T18:33:00Z","Shreveport","Louisiana","United States",,"N5929t","17281105","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-03-09T17:46:00Z","None","0","0","0","The student pilot's loss of directional control during the landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"32.446387999999999","-93.825552999999999","CESSNA","172R","AIR","SHV","Shreveport Municipal Airport","false","1","REC",,"INST","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78272","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78272/pdf"
"WPR11CA112","ACC","78233","2011-01-28T16:35:00Z","Buckeye","Arizona","United States",,"N8053R","08061764","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-03-01T20:09:00Z","Minor","0","0","1","A disconnection of the elevator control linkage due to incorrect installation or maintenance, which was due to the retaining nut backing off the bolt and allowing the bolt to fall out.","Aircraft - Aircraft systems - Flight control system - Elevator control system - Malfunction",,"33.422221999999998","-112.686386","HARVEY PATTEN","RANS S-6ES","AIR","BXK","Buckeye Municipal Airport","true","1",,,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78233","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78233/pdf"
"CEN11LA162","ACC","78234","2011-01-28T16:00:00Z","Huntsville","Texas","United States",,"N8023P","24-3267","false","Aviation","DirectorBrief","2013-07-18T04:00:00Z","2013-05-09T12:10:00Z","None","0","0","0","The pilot’s inadequate preflight inspection to ensure the main tanks were full, which resulted in a total loss of engine power due to fuel starvation.","Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Inadequate inspection, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Failure",,"30.902778000000001","-95.437774000000005","PIPER","PA24","AIR","UTS","Huntsville Municipal Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78234","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78234/pdf"
"ERA11LA130","ACC","78255","2011-01-27T21:19:00Z","Cross City","Florida","United States",,"N8135B","0669","false","Aviation","DirectorBrief","2012-08-07T04:00:00Z","2012-05-24T18:46:00Z","None","0","0","0","A total loss of engine power resulting from the failure of the camshaft due to fatigue cracks.  Contributing to the accident was the inadequate quality inspection of the camshaft after initial manufacture.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip engine power section - Fatigue/wear/corrosion, Personnel issues - Task performance - Inspection - (general) - Not specified",,"29.790832000000002","-82.986946000000003","CIRRUS DESIGN CORP","SR22","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","Deep South Express LLC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78255","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78255/pdf"
"ERA11WA136","ACC","78308","2011-01-27T16:10:00Z","Isola Fossara, Perugia",,"Italy",,"I-AMCO","17269064","false","Aviation","","2020-11-03T05:00:00Z","2011-02-22T18:08:00Z","Fatal","1","0","0",,,,"43.450000000000003","12.75","CESSNA","172","AIR",,,"false","1","REC",,"PERS","NUSN","Substantial","IMC",,"Enroute","N/A",,"Final","https://data.ntsb.gov/Docket?ProjectID=78308","None"
"ERA11CA127","ACC","78230","2011-01-26T18:30:00Z","Monroeville","Alabama","United States",,"N9742J","28-3937","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-05-02T17:03:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing rollout.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"31.454720999999999","-87.350555","PIPER","PA28","AIR","MVC","Monroe County Airport","false","1","REC",,"PERS","091","Substantial","VMC","Horace B. Larimore","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78230","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78230/pdf"
"CEN11LA161","ACC","78229","2011-01-26T17:10:00Z","Matador","Texas","United States",,"N9478W","28-11211","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-03-29T17:18:00Z","Minor","0","0","1","The loss of engine power during initial climb for undetermined reasons.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Inoperative",,"34.001944999999999","-100.81388800000001","PIPER","PA-28-235","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78229","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78229/pdf"
"WPR11CA110","ACC","78228","2011-01-26T15:30:00Z","Toutle","Washington","United States",,"N92LW","LW5870","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-02-25T19:13:00Z","None","0","0","0","The pilot's excessive braking during the landing roll, which resulted in the airplane nosing over onto its back. Contributing to the accident was the pilot's decision to land on a sandbar that he had not adequately inspected and his improper airspeed while on final approach.","Aircraft - Aircraft oper/perf/capability - Aircraft capability - Braking capability - Incorrect use/operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"46.348888000000002","-122.70417","WALKER LOUIE H","SUPER 18 CUBY","AIR",,,"true","1","REC",,"PERS","091","Substantial","VMC","GRAY CAREY G","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78228","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78228/pdf"
"ERA11CA125","ACC","78226","2011-01-26T15:30:00Z","Crestview","Florida","United States",,"N5767J","21059467","false","Aviation","DirectorBrief","2011-06-20T04:00:00Z","2011-05-03T20:55:00Z","None","0","0","0","The pilot's inability to maintain control of the airplane during landing due to the failure of the right main tire.","Aircraft - Aircraft systems - Landing gear system - Wheel/ski/float - Damaged/degraded, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Ability to respond/compensate",,"30.778887999999998","-86.522223999999994","CESSNA","210K","AIR","CEW","Bob Sikes Airport","false","1","REC",,"AOBV","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78226","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78226/pdf"
"WPR11CA109","ACC","78224","2011-01-26T14:15:00Z","Helena","Montana","United States",,"N9067M","18052167","false","Aviation","DirectorBrief","2011-06-08T04:00:00Z","2011-02-11T20:38:00Z","None","0","0","0","The certified flight instructor's loss of airplane control during the landing roll in a gusting crosswind.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome, Environmental issues - Physical environment - Terrain - (general) - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot",,"46.606945000000003","-111.98278000000001","CESSNA","180H","AIR","KHLN","Helena Regional Airport","false","1","REC",,"INST","091","Substantial","VMC","STATE OF MONTANA","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=78224","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78224/pdf"
